,hotel_name,latitude,longitude,city_name,address_lines,search_city
1011,Holiday Inn Paris Gare De Lyon Bastille,48.84681,2.37178,Paris,11 Rue De Lyon,Paris
1012,Ibis Paris Italie Tolbiac 13E,48.8258,2.35263,Paris,177 Rue De Tolbiac,Paris
1013,Hotel Le Six,48.8438,2.32811,Paris,14 Rue Stanislas,Paris
1014,Ares Eiffel,48.8504,2.29833,Paris,7 Rue Du Gnrl De Larminat,Paris
1015,Hotel Avalon Cosy,48.88082,2.35147,Paris,28 Rue De Dunkerque,Paris
1016,Ibis Budget Saint Maurice,48.81595,2.45902,Paris Saint Maurice,252 Rue Du Marechal Leclerc,Paris
1017,Seven Hotel Paris,48.839,2.34566,Paris,"20, Rue Berthollet",Paris
1018,Hotel Noucha,48.85048,2.27056,Paris,66 Rue Jean De La Fontaine,Paris
1019,Hotel Mayfair Paris Con,48.86614,2.32615,Paris,3 Rue Rouget De L Isle,Paris
1020,Ibis Styles Versailles Sqy,48.79627,2.05824,Saint Quentin En Yvelines,1 Rue Du Pont De Dreux,Paris
1021,Residence Paris Asnieres,48.90888,2.28779,Asnieres,7 Rue Du General Mangin,Paris
1022,Maison Traversiere,48.84721,2.37261,Paris,31 Rue Traversiere,Paris
1023,Ibis Budget Marne La Vallee Chelles,48.89057,2.5931,Chelles Cedex,9 Rue De Derri Re La Montagne,Paris
1024,Holiday Inn Elysees,48.87299,2.31604,Paris,24 Rue De Miromesnil,Paris
1025,Hotel Le Pavillon,48.85995,2.30934,Paris,54 Rue Saint Dominque,Paris
1026,Novotel Paris Gare De Lyon,48.84537,2.37527,Paris,2 Rue Hector Malot,Paris
1027,The Hoxton Paris,48.87005,2.34639,Paris,30-32 Rue De Sentier,Paris
1028,Hotel Marguerite,48.82523,2.36084,Paris,102 Avenue De Choisy,Paris
1029,Hotel Paris Marne-La-Vallee By Ihg,48.85532,2.80824,Magny Le Hongre,40 Allee De La Mare Houleuse,Paris
1030,Opera Deauville,48.87816,2.32707,Paris,"""40 Rue DAmsterdam""",Paris
1031,Intercontinental Paris Champs-Elyses,48.87052,2.29802,Paris,64 Marceau,Paris
1032,Best Western Plus Sydney Opera,48.87339,2.32407,Paris,50 Rue Des Mathurins,Paris
1033,Campanile Nature - Meaux,48.95656,2.91791,Meaux,1 Rue De La Cave Aux Herons,Paris
1034,Hotel Da Vinci,48.85661,2.33201,Paris,25 Rue Des Saints Peres,Paris
1035,Sejours Affaires Paris Davout,48.85772,2.40953,Paris,129 Boulevard Davout,Paris
1036,B&B Hotel Cergy Saint Christophe,49.05243,2.05353,Cergy,Avenue De La Plaine Des Sports,Paris
1037,Ibis Paris Porte De Saint Ouen,48.90147,2.32797,Saint Ouen,9 Rue La Fontaine,Paris
1038,Premiere Classe Plaisir - Gatines,48.80294,1.97227,Plaisir,36 Rue Pierre Curie,Paris
1039,Bw Empire Elysees,48.87797,2.29555,Paris,3 Rue De Montenotte,Paris
1040,Montparnasse Saint Germain,48.84236,2.32343,Paris,19 Rue Du Depart,Paris
1041,Ibis Paris Vaugirard,48.83589,2.29497,Paris,5 Rue Eugene Gibez,Paris
1042,Hotel De Paris,48.84111,2.24029,Boulogne,104 Bis Rue De Paris,Paris
1043,Appia La Fayette,48.87841,2.35707,Paris,13 Rue Des Deux Gares,Paris
1044,Lion D Or Paris Suites,48.86548,2.33182,Paris,5 Rue De La Sourdiere,Paris
1045,Paris Sud Villabe Ace Hotel,48.58862,2.45267,Villabe,1 Route De Villoison,Paris
1046,Le Relais Saint Charles,48.85027,2.29335,Paris,72 Boulevard De Grenelle,Paris
1047,Maison Malesherbes,48.87554,2.3187,Paris,11 Place Saint Augustin,Paris
1048,Une Autre Chambre,48.8651,2.35656,Paris,3 Rue Bailly,Paris
1049,Ibis Rungis Paris Orly,48.75342,2.35067,Rungis,4 Avenue Charles Lindbergh,Paris
1050,Ibis Budget Gennevilliers,48.91815,2.30704,Gennevilliers,4 Rue Georges Corete,Paris
1051,Hotel La Maison Montparnasse,48.83265,2.3165,Paris,56 Rue De Gergovie,Paris
1052,Hotel Whistler,48.87937,2.35598,Paris,36 Rue De Saint Quentin,Paris
1053,Hotel Petit Lafayette,48.87611,2.34574,Paris,46 Rue De Trevise,Paris
1054,Des Grandes Ecoles,48.84532,2.35012,Paris,75 Rue Du Cardinal Lemoine,Paris
1055,Ibis Budget Paris Porte D Italie West,48.81583,2.36371,Kremlin Bicetre,"6/15, Rue Elisee Reclus",Paris
1056,Novotel Paris Stade Basilique,48.92993,2.35686,Saint Denis,1 Place De La Porte De Paris,Paris
1057,Hotel Lavoisier,48.87376,2.32016,Paris,21 Rue Lavoisier,Paris
1058,Exquis Hotel,48.85374,2.38055,Paris,"71, Rue De Charonne",Paris
1059,Lyf Gambetta Paris,48.86379,2.40336,Paris,2Bis 4 Rue De La Cour Des Noues,Paris
1060,Hotel D Orsay,48.86039,2.3231,Paris,93 Rue De Lille,Paris
1061,Paris Marriott Rive Gauche Htl & Con Ctr,48.83166,2.34007,Paris,17 Boulevard Saint Jacques,Paris
1062,Hotel Maison Hamelin Paris,48.86613,2.2926,Paris,10-12 Rue De L Amiral Hamelin,Paris
1063,Aparthotel Adagio La Defense Esplanade,48.88808,2.24725,Paris,"35 Cours Michelet, La Defense 10",Paris
1064,Hotel Mansart,48.86853,2.32975,Paris,5 Rue Des Capucines,Paris
1065,Hotel Le Colisee,48.87044,2.30768,Paris,6 Rue Du Colisee,Paris
1066,Hotel Andrea,48.85818,2.35029,Paris,3 Rue Saint-Bon,Paris
1067,Hotel Du Parc Montparnasse,48.84083,2.32389,Paris,6 Rue Jolivet,Paris
1068,Hotel Eiffel Turenne,48.85423,2.30758,Paris,20 Avenue De Tourville,Paris
1069,Hotel De Seze,48.87056,2.3264,Paris,16 Rue De Seze,Paris
1070,Hotel Dame Des Arts,48.85289,2.34229,Paris,4 Rue Danton,Paris
1071,Htl Residence Foch,48.87421,2.28106,Paris,10 Rue Marbeau,Paris
1072,Appart Hotel Zenao Suresnes,48.86844,2.22779,Suresnes,4 Rue Diderot,Paris
1073,The One Alma Paris,48.86188,2.30392,Paris,10-12 Rue Cognacq Jay,Paris
1074,Courseine,48.89903,2.24641,Courbevoie,"18, Avenue Marceau",Paris
1075,Ibis Paris Porte Clichy Centre,48.8972,2.30978,Clichy,15 Boulevard Victor Hugo,Paris
1076,Hotel Vinci Due,48.85824,2.33097,Paris,28 Rue De Lille,Paris
1077,La Clef Tour Eiffel Paris,48.86451,2.2886,Paris,83 Avenue Kleber,Paris
1078,Paris Neuilly,48.88463,2.26006,Paris,1 Ave De Madrid,Paris
1079,Hotel Theoreme,48.87273,2.3384,Paris,15 Rue Le Peletier,Paris
1080,Hotel Le Village Montmartre,48.88389,2.34435,Paris,20 Rue D Orsel,Paris
1081,Appartcity Le Bourget Aeroport,48.94907,2.43909,Blanc Mesnil,158 - 164 Avenue Du 8 Mai 1945,Paris
1082,Le Pigalle,48.88169,2.3374,Paris,9 Rue Frochot,Paris
1083,Plaza Elysees,48.87468,2.30582,Paris,177 Boulevard Haussmann,Paris
1084,Hotel L'Horset Opera,48.86915,2.33379,Paris,18 Rue D Antin,Paris
1085,Hotel Le Hameau De Passy,48.85782,2.27972,Paris,48  Rue De Passy,Paris
1086,Hotel Duo,48.85793,2.35305,Paris,11 Rue Du Temple,Paris
1087,Hotel Les Matins,48.87889,2.33944,Paris,3 Rue Clauzel,Paris
1088,Hc Hotel Posy,48.88301,2.3329,Paris,39 Rue Pierre Fontaine,Paris
1089,Le Prince Regent Et Spa,48.84939,2.34015,Paris,28 Rue Monsieur Le Prince,Paris
1090,Altona,48.88239,2.34979,Paris,166 Rue Du Faubourg Poissonniere,Paris
1091,Urban Bivouac Hotel,48.82727,2.3647,Paris,1 Rue Sthrau - Tolbiac Olympiades,Paris
1092,Grand Hotel Chicago,48.88383,2.31853,Paris,99 Bis Rue De Rome,Paris
1093,Hotel Parisianer,48.84565,2.37539,Paris,"5, Rue Hector Malot",Paris
1094,Ibis Styles Sceaux Paris Sud,48.77884,2.29374,Sceaux,20 Avenue De Camberwell,Paris
1095,Hotel Toujours,48.87626,2.28347,Paris,155 Rue Malakoff,Paris
1096,Surestay Apolonia Paris Montmartre Hotel,48.89129,2.34127,Paris,147 Rue Marcadet,Paris
1097,Les Jardins De Montmartre,48.89288,2.34105,Paris,131 Rue Ordener,Paris
1098,Og Paris Paix Republique,48.86841,2.3593,Paris,2 Bis Boulevard Saint-Martin,Paris
1099,Canopy By Hilton Paris Eiffel Tower,48.86444,2.28504,Paris,16 Avenue D Eylau,Paris
1100,Hotel Atmospheres Paris,48.84863,2.34805,Paris,31 Rue Des Ecoles,Paris
1101,Zenao Appart Hotel Saint Maur Des Fosses,48.79977,2.51534,Saint-Maur-Des-Fosses,34 Rue Benjamin Franklin,Paris
1102,Snob Hotel,48.8623,2.3495,Paris,84 Rue Saint Denis,Paris
1103,Premiere Classe Plaisir,48.79878,1.95511,Plaisir,"Zac De Ste Apolline, Rue Des Poiriers",Paris
1104,B&B Hotel Le Port-Marly Saint-Germain En,48.88407,2.10561,Le Port-Marly,35 Avenue De Saint Germain,Paris
1105,Hotel Du Louvre In The Unbound Collectio,48.86297,2.33569,Paris,Place Andre Malraux,Paris
1106,Hotel Elysees Regencia,48.86867,2.29854,Paris,41 Avenue Marceau,Paris
1107,Hana Hotel Paris,48.86949,2.33655,Paris,17 Rue Du Quatre - Septembre,Paris
1108,Courtyard Paris Arcueil Marriott,48.8102,2.32807,Arcueil,"6 Avenue President, Salvador Allende",Paris
1109,Hotel Napoleon Paris,48.87429,2.29808,Paris,40 Avenue De Friedland,Paris
1110,Kyriad Creteil - Bonneuil Sur Marne,48.76676,2.48491,Bonneuil Sur Marne,"Carrefour Du General De Gaulle, Avenue Jean Rostand",Paris
1111,Moxy Paris Val D Europe,48.85522,2.76834,Montevrain,"""2 Avenue De LEurope""",Paris
1112,Max Hotel,48.82791,2.3298,Paris,"""34 Rue DAlesia""",Paris
1113,Campanile Prime - Paris 14,48.83435,2.32396,Paris,"146, Avenue Du Maine",Paris
1114,Hotel Orphee,48.84001,2.36131,Paris,4 Boulevard Saint Marcel,Paris
1115,Adagio Access Carrieres Sous Poissy,48.9376,2.03654,Carrieres Sous Poissy,27 Rue De La Senette,Paris
1116,Kyriad Fontenay Tresigny,48.71247,2.85603,Fontenay Tresigny,114 Rue Bertaux,Paris
1117,Hotel D Aubusson,48.85477,2.33947,Paris,33 Rue Dauphine,Paris
1118,Mercure Paris Porte D-Orleans,48.81784,2.32927,Montrouge,13 Rue Francois Ory,Paris
1119,Premiere Classe Conflans Sainte Honorine,49.00966,2.08497,Conflans-Ste-Honorine,"11 Rue Des Belles Hates, Za Des Boutries",Paris
1120,Adagio Access Paris Maisons Alfort,48.81496,2.41878,Maisons Alfort,13 Rue Eugene Renault,Paris
1121,Montmartre Batignolles,48.88498,2.32932,Paris,03 Rue Forest,Paris
1122,Rayz Vendome,48.86937,2.33183,Paris,9 Rue Daunou,Paris
1123,Ibis Paris Gare De Lyon Reuilly,48.84946,2.38532,Paris,9 Rue De Reuilly,Paris
1124,Champerret Heliopolis,48.88514,2.29362,Paris,13 Rue D Heliopolis,Paris
1125,New Hotel Gare Du Nord,48.8796,2.35605,Paris,40 Rue De Saint Quentin,Paris
1126,Hotel Petit Saint Honore,48.8728,2.31578,Paris,21 Rue De Penthievre,Paris
1127,Hyatt Paris Madeleine,48.87289,2.3215,Paris,24 Boulevard Malesherbes,Paris
1128,Staycity Paris Gare De L Est,48.8737,2.35905,Paris,5-7 Passage Dubail,Paris
1129,Hotel Le Richemont,48.82811,2.36865,Paris,17 Rue Jean Colly,Paris
1130,Hotel France Albion,48.87754,2.33834,Paris,11 Rue Notre Dame De Lorette,Paris
1131,Ibis Cergy Pontoise Le Port,49.03129,2.06931,Cergy Pontoise,28 Avenue Des Grouettes,Paris
1132,Nemea Appart Hotel Paris Levallois,48.89795,2.29172,Levallois Perret,43 Rue Raspail,Paris
1134,Odalys City Paris Rueil Malmaison,48.88743,2.17318,Rueil-Malmaison,113 Avenue Victor Hugo,Paris
1135,Phileas Lazare Et Spa,48.87687,2.327,Paris,24 Rue D Amsterdam,Paris
1136,Etats-Unis Opera Hotel,48.86901,2.33366,Paris,"""16 Rue DAntin""",Paris
1137,Hotel D Espagne,48.87213,2.34475,Paris,9 Cite Bergere,Paris
1138,Exe Paris Centre,48.87842,2.32687,Paris,"""29 Rue D Amsterdam""",Paris
1139,Ibis Budget Orgeval,48.92551,1.99535,Orgeval,Rn 13,Paris
1140,Hotel Le 6 Tiquetonne,48.86454,2.34961,Paris,6 Rue Tiquetonne,Paris
1141,B&B Hotel Marne-La-Vallee Val D Europe,48.83968,2.78455,Serris,Zac Couternois -11 Impasse Dorothee Le Maitre,Paris
1142,Hotel Elysia By Inwood,48.87368,2.30629,Paris,35 Rue De Berri,Paris
1143,Ibis Budget Saint Quentin,48.78923,2.03592,Montigny Le Bretonneux,1 Place De La Paix Celeste,Paris
1144,Best Western Au Trocadero,48.86379,2.28663,Paris,3 Avenue Raymond-Poincare,Paris
1145,Academie Saint Germain,48.85523,2.33072,Paris,32 Rue Des Saintes Peres,Paris
1146,Grand Hotel Malher,48.85577,2.36125,Paris,5 Rue Malher,Paris
1147,Hotel Arc Elysees,48.8742,2.30456,Paris,45 Rue Washington,Paris
1148,Hotel Eiffel Rive Gauche,48.85746,2.30236,Paris,6 Rue Du Gros Caillou,Paris
1149,Hotel Terminus Montparnasse,48.8443,2.3233,Paris,59 Boulevard Du Montparnasse,Paris
1150,Premiere Classe Villejust-Za Courtaboeuf,48.68458,2.2183,Courtaboeuf,"Zac Courtaboeuf N 7, 2 Avenue Des Deux Lacs",Paris
1151,De Neuville Arc De Triomphe,48.88771,2.30046,Paris,3 Rue Verniquet,Paris
1152,Hotel Xo,48.88281,2.29816,Paris,"23 To 25 Rue Theodore, De Banville",Paris
1153,Hotel Beausejour Ranelagh,48.85562,2.26972,Paris,99 Rue De Ranelagh,Paris
1154,All Suites Hotel Paris Pleyel L Ile Sain,48.92537,2.33348,L Lle-Saint-Denis,1 Place De La Batellerie,Paris
1155,French Theory Quartier Latin,48.84802,2.34219,Paris,"18, Rue Cujas",Paris
1156,Hotel Le Jardin De Cluny,48.84983,2.34683,Paris,9 Rue Sommerard,Paris
1157,Ibis Paris Defense Courbevoie,48.89562,2.26193,Courbevoie,39 Quai Du President Paul Doumer,Paris
1158,Hotel Lilas Blanc Grenelle,48.84833,2.29829,Paris,5 Rue De L Avre,Paris
1159,Kyriad Les Ulis,48.67702,2.19417,Les Ulis Cedex,"Parc De Courtaboeuf 14,Ave Des Andes",Paris
1160,Citadines La Defense Paris,48.88861,2.25229,Courbevoie,"Paris La Defense, 1-8 Boulevard De Neuilly",Paris
1161,Hotel London,48.87133,2.3353,Paris,Boulevard Des Italiens 32,Paris
1162,Citadines Austerlitz Paris,48.8349,2.36036,Paris,"27, Rue Esquirol",Paris
1163,B&B Hotel Paris Italie Porte De Choisy,48.8169,2.36649,Ivry Sur Seine,15 Rue Charles Leroy,Paris
1164,Kyriad Direct Le Bourget - Gonesse,48.97885,2.46031,Gonesse,Zi Sud14 Rue Ampere,Paris
1165,Hotel Dali Val D Europe Tapestry Collect,48.857,2.74874,Chanteloup-En-Brie,Place Gerard Willaume,Paris
1166,Bvlgari Hotel Paris,48.86821,2.30148,Paris,30 Avenue George V,Paris
1167,Brit Hotel Paris Orly Rungis,48.76774,2.3682,Thiais,203 Avenue De Fontainebleau,Paris
1168,Hotel Maison Mere,48.87713,2.34519,Paris,7 Rue Mayran,Paris
1169,Pullman Paris Centre Bercy,48.83163,2.38703,Paris,1 Rue De Libourne,Paris
1170,Premiere Classe Villepinte - Parc Expo,48.96106,2.55378,Villepinte,2 A 8 Avenue Jean Fourgeaud - Espace V,Paris
1171,Garabel,48.83152,1.94266,Plaisir,Avenue Du 19 Mars 1962 78,Paris
1172,Adagio Paris Vincennes,48.84524,2.43333,Vincennes,42 Avenue De Paris,Paris
1173,Kleber Champs-Elysees Tour-Eiffel Paris,48.86875,2.2921,Paris,7 Rue De Belloy,Paris
1174,Hotel Prince Albert Lyon Bercy,48.84722,2.37772,Paris,108 Rue De Charenton,Paris
1175,Staycity Near Disneyland Paris,48.85258,2.81018,Paris,"Allee De Lorme Rond, 77700 Bailly Romainvilliers",Paris
1176,Hotel Du Danube,48.85628,2.33192,Paris,58 Rue Jacob,Paris
1177,Hampton By Hilton Paris Cdg,49.00704,2.52,Roissy-En-France,2 Avenue Heinz Gloor,Paris
1178,Hotel La Villa M,48.84229,2.31265,Paris,24-30 Boulevard Pasteur,Paris
1179,Staycity Paris La Defense,48.89069,2.25334,Courbevoie,1 Place Des Trois Freres Enghels,Paris
1180,Kyriad Argenteuil,48.94291,2.23046,Argenteuil,35-39 Boulevard Du General,Paris
1181,Duc De Saint-Simon,48.85609,2.32353,Paris,"14, Rue De Saint-Simon",Paris
1182,Hotel Residence Henri Iv,48.84817,2.34907,Paris,50 Rue Des Bernardins,Paris
1183,Hotel Atn,48.87794,2.32762,Paris,"""21, Rue DAthenes""",Paris
1184,B&B Hotel Cergy Saint-Christophe Gare,49.05078,2.03693,Cergy,2 Rue Des Cyclades,Paris
1185,Bw Hotel Acadie Paris Nord Villepinte,48.96432,2.56205,Tremblay-En-France,24 Avenue Marcel Paul,Paris
1186,Hotel 123 Sebastopol - Astotel,48.8676,2.35307,Paris,123 Boulevard De Sebastopol,Paris
1187,Yac Paris Clichy Radisson Indiv,48.90138,2.30496,Paris,69 Bd Jean Jaures,Paris
1188,Blc Design Hotel,48.85435,2.38261,Paris,4 Rue Richard Lenoir,Paris
1189,Hotel Queen Mary Paris,48.87305,2.32521,Paris,9 Rue De Greffulhe,Paris
1190,Hotel Manolita,48.88585,2.33453,Paris,1 Rue Lepic,Paris
1191,Ariane Montparnasse By Patrick Hayat,48.83209,2.32178,Paris,35 Rue De La Sabliere,Paris
1192,Hotel Fertel Etoile,48.87608,2.2898,Paris,4 Rue Des Acacias,Paris
1193,La Planque,48.87185,2.37015,Paris,3 Rue Arthur Groussier,Paris
1194,New Hotel Saint Lazare,48.88016,2.32694,Paris,"""53 Rue DAmsterdam""",Paris
1195,Hotel West End,48.86712,2.30388,Paris,7 Rue Clement Marot,Paris
1196,Hotel Victoires Opera,48.8649,2.34692,Paris,56 Rue De Montorgueil,Paris
1197,Cottages De France Cdg,49.04041,2.68651,Saint-Mard,15 Avenue Des Deux Moulins,Paris
1198,Courtyard By Marriott Paris Cdg Central,49.00887,2.54917,Roissy-En-France,10 Rue Du Voyageur,Paris
1199,Amadeus Hotel,48.84907,2.38916,Paris,39 Rue Claude Tillier,Paris
1200,Pavillon Faubourg St G,48.85672,2.33036,Paris,5 Rue Du Pre-Aux-Clercs,Paris
1201,Renaissance Arc De Triomphe,48.8771,2.29713,Paris,39 Avenue De Wagram,Paris
1202,Hc Abaca Messidor,48.83688,2.29551,Paris,330 Rue De Vaugirard,Paris
1203,Le Derby Alma By Inwood,48.86044,2.30072,Paris,8 Avenue Rapp,Paris
1204,Residhome Carrieres La Defense,48.91115,2.16702,Carrieres Sur Seine,2 Avenue Eiffel,Paris
1205,Madeleine De Senlis,48.84633,2.34253,Paris,9 Rue Malebranche,Paris
1206,Hotel Les Theatres,48.86958,2.35175,Paris,98 Rue Clery,Paris
1207,B&B Hotel Paris Porte De Bagnolet,48.86889,2.41352,Bagnolet,44 Avenue Gambetta,Paris
1208,Hotel Eiffel Villa Garibaldi,48.84644,2.30587,Paris,48 Boulevard Garibaldi,Paris
1209,Nolinski Paris - Evok Collection,48.86548,2.33483,Paris,16 Avenue De L Opera,Paris
1210,Hotel My Home In Paris,48.86362,2.369,Paris,Rue De Malte 5,Paris
1211,Welcome Hotel,48.85315,2.33689,Paris,66 Rue De Seine,Paris
1212,Holiday Inn Exp Canal De La,48.88838,2.37847,Paris,"68 Quai De La Seine Du Bassin, De La Villette",Paris
1213,Mercure Paris Opera Garnier,48.87492,2.32601,Paris,4 Rue De L Isly,Paris
1214,Hotel Bourgogne And Montana,48.86015,2.31832,Paris,3 Rue De Bourgogne,Paris
1215,Majestic Hotel Spa,48.87037,2.29387,Paris,30 Rue La Perouse,Paris
1216,Timhotel Nation,48.85151,2.39896,Paris,5 Et 7 Rue D Avron,Paris
1217,Hotel Du Bois,48.8717,2.29097,Paris,11 Rue Du Dome,Paris
1218,Ibis Budget Senlis,49.20828,2.60641,Paris,"72 Av. Du General De Gaulle, ""Parc DActivites Sisteron Nord""",Paris
1219,Le Nouvel Hotel Du Theatre,48.83948,2.32243,Paris,16 Rue Vandamme,Paris
1220,Mama Shelter Paris West,48.8287,2.29202,Paris,20 Ave De La Porte De La Plaine,Paris
1221,Campanile Prime - Levallois,48.89142,2.28409,Levallois Perret,"72, Rue Marius Aufan",Paris
1222,Premiere Classe Herblay,49.00172,2.18502,Herblay,"Rue Rene Coty, Angle Avenue De La Liberation",Paris
1223,Hc Ohm Hotel,48.83939,2.26318,Paris,"11, Rue Claude Terrasse",Paris
1224,Og Paris Maison Montmartre,48.90041,2.33629,Paris,32 Avenue De La Porte De Montmartre,Paris
1225,La Fondation,48.88451,2.31504,Paris,40 Rue Legendre,Paris
1226,Maison Orphee,48.87173,2.32632,Paris,23 Rue Vignon,Paris
1227,Kyriad Paris 13 Italie Gobelins,48.83383,2.35496,Paris,"5, Rue Veronese",Paris
1228,Artus Hotel,48.85346,2.33608,Paris,34 Rue De Buci Paris,Paris
1229,Ritz Paris,48.86807,2.32896,Paris,15 Place Vendome,Paris
1231,Hotel Maxim Quartier Latin,48.84052,2.35336,Paris,28 Rue Censier,Paris
1232,Hotel Le Little Regina,48.87606,2.35747,Paris,89 Bd De Strasbourg,Paris
1233,Hotel L Hotel,48.85636,2.33526,Paris,13 Rue Des Beaux Arts,Paris
1234,La Belle Juliette,48.84748,2.32246,Paris,92 Rue Du Cherche Midi,Paris
1235,Mercure Paris Montparnasse Raspail,48.84123,2.33015,Paris,207 Boulevard Raspail,Paris
1236,Hotel Prince Albert Montmartre,48.89326,2.33977,Paris,116 Rue Ordener,Paris
1237,Hotel Keppler Preferred Lvx,48.86976,2.29728,Paris,10 Rue Kepler,Paris
1238,Chateau De La Tour,49.1918,2.42929,Gouvieux Chantilly,Chemin Du Chateau De La Tour,Paris
1239,Le Bellune,48.83417,2.28521,Paris,35 Boulevard Victor,Paris
1241,Aida Marais,48.87003,2.36018,Paris,19 Rue Du Chateau Deau,Paris
1242,Hotel Piapia,48.84849,2.40791,Paris,14 Rue Des Maraichers,Paris
1243,Hotel Du Square D Anvers,48.88223,2.34489,Paris,"""6 Place DAnvers""",Paris
1244,Hotel Saint Pierre Montmartre,48.88445,2.34726,Paris,10 Rue De Clignancourt,Paris
1245,Hotel Doisy,48.87896,2.29194,Paris,55 Avenue Des Ternes,Paris
1246,Sophie Germain,48.83095,2.33062,Paris,12 Rue Sophie Germain,Paris
1247,Residhome Suites Paris Senart,48.62066,2.54016,Lieusaint,"""12 Allee Du Trait DUnion"", Carre Senart",Paris
1248,Ibis Budget Paris Pte De Vanve,48.82429,2.29895,Paris,110 Rue Jean Bleuzen,Paris
1249,New Hotel Lafayette,48.87626,2.34222,Paris,25 Rue Buffaut,Paris
1250,Oceania Paris Pte De Versailles,48.83039,2.28487,Paris,52 Rue D Oradour Sur Glane,Paris
1251,Kyriad Meaux Sud - Nanteuil Les Meaux,48.93522,2.88036,Nanteuil Les Meaux,23 Av De La Foulee,Paris
1252,Mercure Levallois Perret,48.88967,2.28273,Levallois Perret,48 Rue Chaptal,Paris
1253,Le Clos Medicis,48.84812,2.34065,Paris,56 Rue Monsieur Le Prince,Paris
1254,Prince De Galles A Luxury Collection Htl,48.86909,2.30082,Paris,33 Avenue George V,Paris
1255,Residence Europe Et Spa,48.90269,2.31373,Clichy,"52, Bd General Leclerc",Paris
1256,Ibis Styles Paris Cambronne,48.84801,2.30058,Paris,166 Boulevard De Grenelle,Paris
1257,Hotel Bonsejour Montmartre,48.88612,2.33623,Paris,11 Rue Burq,Paris
1258,Hotel Ernest,48.87646,2.34868,Paris,78 Rue Du Faubourg Poissonniere,Paris
1260,George Sand,48.87314,2.32731,Paris,26 Rue Des Mathurins,Paris
1261,Massena,48.87189,2.32633,Paris,"16, Rue Tronchet",Paris
1262,Pullman Paris La Defense,48.89496,2.23923,Courbevoie,11 Avenue De L Arche,Paris
1263,Ibis Styles Guyancourt Versailles,48.76579,2.08009,Guyancourt,Place Georges Besse,Paris
1264,Parici Hotel,48.83593,2.24922,Boulogne-Billancourt,63 Rue Thiers,Paris
1265,Hotel Vic Eiffel,48.84536,2.30965,Paris,92 Boulevard Garibaldi,Paris
1266,De Banville Hotel,48.88647,2.29495,Paris,166 Boulevard Berthier,Paris
1267,Hotel Des Grands Voyageurs,48.84711,2.32574,Paris,92 Rue De Vaugirard,Paris
1268,Mercure Paris Pte Versail Expo,48.82704,2.29136,Vanves,36 38 Rue Du Moulin,Paris
1269,Ibis Paris Porte D Italie,48.81711,2.34995,Gentilly,13 Rue Du Val De Marne,Paris
1270,Citadines Trocadero Paris,48.86629,2.28584,Paris,29 Bis Rue Saint Didier,Paris
1271,Ibis Budget Paris Pte D Orlean,48.8195,2.32656,Paris,15 - 21 Boulevard Romain Rolla,Paris
1272,Grand Hotel Saint Michel,48.8479,2.34226,Paris,19 Rue Cujas,Paris
1273,Hotel Bedford,48.87212,2.3237,Paris,Rue De L Arcade 17,Paris
1274,Charles V Hotel,48.85348,2.36181,Paris,20 Rue Saint Paul,Paris
1275,Eiffel Saint Charles,48.84983,2.28843,Paris,37 Rue Saint Charles,Paris
1276,Novotel Paris Centre Gare Montparnasse,48.83858,2.31504,Paris,17 Rue Du Cotentin,Paris
1277,Bienvenue,48.8762,2.34222,Paris,"23, Rue Buffault",Paris
1278,Ibis Budget Marne La Vallee,48.85455,2.77047,Montevrain,6 Rue De La Gare,Paris
1279,Citadines Bastille Marais Paris,48.85812,2.37092,Paris,37 Boulevard Richard Lenoir,Paris
1280,Mercure La Sorbonne St Germain,48.8494,2.34317,Paris,14 Rue De La Sorbonne,Paris
1281,Ibis Styles Paris Nation,48.84689,2.40801,Paris,96 Cours De Vincennes,Paris
1282,Campanile Villejuif,48.79744,2.3479,Villejuif,20 Rue Du Docteur Pinel,Paris
1283,Le Milie Rose,48.87363,2.35205,Paris,22 Rue Des Petites Ecuries,Paris
1284,"Hotel Litteraire Marcel Ayme, Bw Premier",48.88648,2.33564,Paris,16 Rue Tholoze,Paris
1285,Duquesne Eiffel,48.85269,2.30905,Paris,"23,Avenue Duqesne",Paris
1286,Hotel De Latour Maubourg,48.85816,2.31046,Paris,150 Rue De Grenelle,Paris
1287,Ibis Paris Marne La Vallee,48.84282,2.58497,Champs Sur Marne,"8 Boulevard Newton, Cite Descartes",Paris
1288,Haussmann Saint Augustin,48.87332,2.31819,Paris,20 Rue Roquepine,Paris
1289,Hotel Hobou (Ex Hotel Acanthe),48.84035,2.22827,Boulogne-Billancourt,9-11 Rond-Point Rhin Et Danube,Paris
1290,Hc Hotel Magenta 38,48.8721,2.36005,Paris,38 Boulevard De Magenta,Paris
1291,Jeu De Paume,48.85203,2.35612,Paris,54 Rue Saint Louis Enlile,Paris
1292,Zenao Appart Hotels Le Raincy,48.89473,2.51401,Le Raincy,66 Allee Gambetta,Paris
1293,Hotel De La Paix,48.83868,2.28872,Paris,"43, Rue Duranton",Paris
1294,Hotel Relais De Lyon By Malone,48.84963,2.37974,Paris,64 Rue Crozatier,Paris
1295,Le Tourville By Inwood,48.85424,2.30781,Paris,16 Avenue De Tourville,Paris
