,hotel_name,latitude,longitude,city_name,address_lines,search_city
0,Maison Albar-Le Champs-Elysees,48.87541,2.29453,Paris,3 Avenue Mac Mahon,Paris
1,Occidental Paris Levallois,48.89818,2.28087,Paris,"8 Place Georges Pompidou, Levallois Perret",Paris
2,Wldrf Astoria Versailles Trianon Palace,48.81067,2.12022,Versailles - Paris,1 Boulevard De La Reine,Paris
3,The Peninsula Paris,48.87073,2.2934,Paris,19 Avenue Kleber,Paris
4,Hilton Paris Defense,48.89305,2.23857,La Defense,"2 Place De La Defense, Cnit-B",Paris
5,Maison Albar - Le Vendome,48.87177,2.33476,Paris,7 Rue Du Helder,Paris
6,Innside Paris Charles De Gaulle Airport,49.00875,2.54852,Roissy En France,9 Rue Du Voyageur,Paris
7,25Hours Terminus Nord,48.87957,2.35513,Paris,12 Boulevard De Denain,Paris
8,Le Royal Monceau Raffles Paris,48.8758,2.30015,Paris,"37,  Avenue Hoche",Paris
9,Hotel Le Bellechasse Saint-Germain,48.85965,2.3241,Paris,"8, Rue De Bellechasse",Paris
10,Hilton Paris Opera,48.8757,2.32553,Paris,"108, Rue Saint Lazare",Paris
11,Intercontinental Paris Le Gran,48.87098,2.33042,Paris,2 Rue Scribe,Paris
12,Maison Albar - Le Diamond,48.87538,2.32341,Paris,4 Rue De La Pepiniere,Paris
13,Le Meridien Paris Arc De Triomphe,48.87948,2.28499,Paris,81 Boulevard Gouvion Saint Cyr,Paris
14,Kopster Hotel Paris Porte De Versailles,48.83659,2.27891,Paris,1 Boulevard Victor Paris,Paris
15,Hotel Plaza Athenee,48.86618,2.30426,Paris,25 Avenue Montaigne,Paris
16,Le Meurice,48.86513,2.32812,Paris,228 Rue De Rivoli,Paris
17,Kopster Hotel Residence Paris Colombes,48.93329,2.25455,Colombes,63 Rue Germaine Tillion,Paris
18,Bw Quartier Latin Pantheon,48.84365,2.35246,Paris,71 Rue Monge,Paris
19,Ibis Budget Issy Les Moulineaux Ouest,48.82426,2.26067,Issy-Les-Moulineaux,"12 Rue Jacques Henri Lartigue, Zac Garibaldi",Paris
20,Belfort,48.85696,2.38486,Paris,22 Rue De Belfort,Paris
21,Ibis Marne La Vallee Noisy,48.83779,2.54171,Noisy Le Grand,"4 Allee Bienvenue, Noisy Horizon",Paris
22,Abbaye Des Vaux De Cernay,48.68589,1.9312,Cernay La Ville,"Domaine De L Abbaye, Des Vaux De Cernay",Paris
23,Bresil Opera,48.87238,2.34478,Paris,"23, Rue Bergere",Paris
24,Hotel Fougere,48.85504,2.33372,Paris,36 Rue Bonaparte,Paris
25,Hotel Ascot Opera,48.86826,2.33523,Paris,2 Rue Monsigny,Paris
26,Hotel Bourg Tibourg,48.85722,2.35591,Paris,19 Rue Du Bourg Tibourg,Paris
27,Hc Hotel Kabanel,48.87653,2.35417,Paris,"21 Rue De Chabrol, 10Th Disctrict",Paris
28,Hc Etoile Saint Ferdinand,48.87775,2.28728,Paris,36 Rue Saint Ferdinand,Paris
29,Ibis Clamart Paris Velizy,48.78285,2.24439,Clamart,350 Avenue General De Gaulle,Paris
30,Hotel Volney Opera,48.8698,2.33019,Paris,11 Rue Volney,Paris
31,Novotel Paris Pont De Sevres,48.82684,2.22119,Sevres,11 Grande Rue,Paris
32,B&B Hotel Paris Sud - Chatenay Malabry,48.76152,2.28686,Chatenay Malabry,53 Avenue De La Division Leclerc,Paris
33,Monceau-Elysees,48.88004,2.3024,Paris,108 Rue De Courcelles,Paris
34,Hotel 85 Saint Honore,48.86112,2.34364,Paris,85 Rue Saint Honore,Paris
35,Kyriad Meaux,48.95656,2.90809,Meaux,32 Avenue De La Victoire,Paris
36,Ibis Issy Les Moulineaux,48.82245,2.25732,Issy Les Moulineaux,213 Rue Jean Jacques Rousseau,Paris
37,Og Saint-Laurent,48.7764,1.80988,Montfort L Amaury,2 Place Lebreton,Paris
38,Hotel Saint Germain,48.85473,2.32423,Paris,88 Rue Du Bac,Paris
39,Adagio Access Paris Bastille,48.84954,2.37234,Paris,11 Rue Moreau,Paris
40,Campanile Evry Ouest Corbeil Essonnes,48.60984,2.4538,Corbeil Essonnes,22 Avenue Paul Maintenant,Paris
41,L Hotel Du Collectionneur Paris,48.87679,2.30758,Paris,51-57 Rue De Courcelles,Paris
42,Ibis Budget Marne La Vallee Bry Sur Marn,48.8334,2.53189,Bry Sur Marne,1 Avenue De L Europe,Paris
44,Le General Hotel,48.86623,2.36686,Paris,5 - 7 Rue Rampon,Paris
45,"Hotel Camille Paris,Tapestry Coll Hilton",48.84629,2.37195,Paris,5 Rue De Lyon,Paris
46,Hotel De La Tamise,48.86499,2.32957,Paris,4 Rue D Alger,Paris
47,Le Mareuil,48.86599,2.36747,Paris,51 Rue De Malte,Paris
48,Ibis Budget Paris Pte Italie Est,48.81583,2.36373,Kremlin Bicetre,"20,Rue Voltaire",Paris
49,Forest Hill Paris Meudon-Velizy,48.78486,2.22522,Meudon La Foret,"40 Avenue Marechal De Lattre, De Tassigny",Paris
50,All Suites Appart Hotel Choisy Le Roi,48.76239,2.41265,Choisy Le Roi,23 Avenue Louis Luc,Paris
51,Ibis Styles Paris 16 Boulogne,48.83652,2.25366,Paris,19 Avenue Ferdinand Buisson,Paris
52,Hilton Garden Inn Massy,48.7268,2.2634,Massy,35 Avenue Carnot,Paris
53,Hotel Beaugrenelle Tour Eiffel,48.85029,2.29023,Paris,19 Rue Viala,Paris
54,Hotel Waldorf Montparnasse,48.84254,2.32356,Paris,17 Rue Du Depart,Paris
55,Citadines Tour Eiffel Paris,48.84884,2.29781,Paris,"132, Boulevard De Grenelle",Paris
56,La Reserve Paris Hotel And Spa,48.86968,2.31334,Paris,42 Avenue Gabriel,Paris
57,Hotel Palym,48.84626,2.37345,Paris,4 Rue Emile Gilbert,Paris
58,Hotel Ekta,48.87131,2.29818,Paris,52 Rue Galilee,Paris
59,Residence Inn Didot Montparnasse,48.82802,2.31527,Paris,94 Rue Didot,Paris
60,Campanile Nature - Mlv Chelles,48.87788,2.60116,Chelles,38 Av Du Gendarme Castermant,Paris
61,New Hotel Roblin La Madeleine,48.87134,2.32394,Paris,6 Rue Chauveau Lagarde,Paris
62,Hotelf1 Paris Porte De Chatillon,48.82277,2.31653,Paris,23 Ave De La Porte De Chatillon,Paris
63,Residence Ecla Massy Palaiseau,48.71928,2.2634,Palaiseau,16 Avenue Emile Baudot,Paris
64,Hotel Monte Cristo Paris,48.83788,2.34927,Paris,20-22 Rue Pascal,Paris
65,Hotel Florida,48.8716,2.32252,Paris,12 Bd Malesherbes,Paris
66,Monsieur Cadet,48.87433,2.34248,Paris,4 Rue Cadet,Paris
67,Hotel Du Ministere,48.87137,2.31926,Paris,31 Rue De Surene,Paris
68,Hotel Chambellan Morgane,48.86969,2.2975,Paris,6 Rue Keppler,Paris
69,Hotel Alfred Sommier,48.87201,2.32403,Paris,"""20 Rue De LArcade""",Paris
70,Monge,48.8448,2.35246,Paris,55 Rue Monge,Paris
71,Hotel Olympic Paris Boulogne,48.83723,2.24588,Boulogne Billancourt,69 Avenue Victor Hugo,Paris
72,Campanile Prime - Argenteuil,48.93499,2.24256,Argenteuil,1 Rue Ary Scheffer,Paris
73,Hotel Albert 1Er,48.87947,2.35804,Paris,162 Rue La Fayette,Paris
74,Ibis Styles Paris Place Italie,48.8284,2.34735,Paris,22 Rue Barrault,Paris
75,Campanile Saint-Quentin-En-Yvelines,48.78292,2.04253,St Quentin En Yvelines,"2 Place Georges Pompidou, Regional Shopping Center",Paris
76,B&B Hotel Paris Nord Villepinte,48.96292,2.5535,Villepinte,Les Mousseaux Sud - Rue Jean Fourgeaud,Paris
77,Le Cinq Codet,48.855,2.30835,Paris,5 Rue Louis Codet,Paris
78,Sejours Affaires Paris Bagneux,48.79391,2.32056,Bagneux,204 Avenue Aristide Briand,Paris
79,Hotel Riviera Elysees,48.87827,2.29395,Paris,55 Rue Des Acacias,Paris
80,Belfast Hotel Paris,48.87559,2.29375,Paris,Av Carnot 10,Paris
81,Ibis Paris Gare Montparnasse 15Th Hotel,48.84043,2.31547,Paris,71 Boulevard De Vaugirard,Paris
82,Hotel Gustave Paris,48.85021,2.28904,Paris,34 Rue Viala,Paris
83,Printania,48.83402,2.29531,Paris,"55, Rue Olivier De Serres",Paris
84,Hotel Dress Code,48.87053,2.32795,Paris,5 Rue De Caumartin,Paris
85,Tribe Paris Saint Ouen,48.91378,2.33602,Saint Ouen,33/35 Boulevard Jean Jaures,Paris
86,Hotel Augustin,48.87549,2.31829,Paris,9 Rue Roy,Paris
87,Residhome Issy Les Moulineaux,48.82499,2.25852,Issy Les Moulineaux,22 To 24 Rue Du Passeur De Boulogne,Paris
88,Les Plumes Hotel,48.87663,2.3433,Paris,10 Rue Lamartine,Paris
89,Hotel George - Astotel,48.87951,2.33635,Paris,"46, Rue Notre Dame De Lorette",Paris
90,Armoni Hotel,48.88514,2.29304,Paris,7 Villa Berthier,Paris
91,Ibis Budget Sucy En Brie,48.77381,2.49809,Sucy En Brie,"3 Rue Des Ameriques, Zac Du Petit Marais",Paris
92,B&B Hotel Rosny-Sous-Bois Paris Est,48.87755,2.47559,Rosny Sous Bois,1 Rue De Lisbonne,Paris
93,Hotel Saint Jacques,48.84875,2.34762,Paris,35 Rue Des Ecoles,Paris
94,Hotel Icone,48.87108,2.33899,Paris,"""4, Rue D Amboise""",Paris
95,"Hotel De Berri Champs Elysees, A Luxury",48.8728,2.3055,Paris,18-22 Rue De Berri,Paris
96,Villa Marquis Melia Collection,48.8652,2.30455,Paris,35 Rue Jean Goujon,Paris
97,Premiere Classe Chantilly - Luzarches,49.12319,2.42542,Chaumontel,"54 Rue De Paris, N16",Paris
98,Hotel Clement,48.85254,2.33612,Paris,6 Rue Clement,Paris
99,Hotel Excelsior,48.88357,2.32357,Paris,16 Rue Caroline,Paris
100,Hotel Sainte Beuve,48.84394,2.32947,Paris,9 Rue Sainte Beuve,Paris
101,Marriott Vac Club Ile-De-Franc,48.85269,2.81159,Bailly Romainvilliers,Allee De L.Orome Rond,Paris
102,B&B Hotel Disneyland Paris,48.87693,2.80911,Magny Le Hungre,Zac Des Courtalins Avenue De La Fosse Des Pressoirs,Paris
103,B&B Hotel Saint Witz,49.08868,2.5534,Saint Witz,10 Rue Jean Moulin,Paris
104,Hotel Victor Hugo Paris Kleber,48.86904,2.28912,Paris,19 Rue Copernic,Paris
105,Fraser Suites Le Claridge,48.87108,2.30465,Paris,74 Avenue Des Champs Elysees,Paris
106,Daunou Opera,48.86935,2.33215,Paris,"6, Rue Daunou",Paris
107,Zenitude Paris Roissy Village,49.00446,2.51181,Roissy En France,4 Avenue De Montmorency,Paris
108,Hotel Garden Elysee,48.86624,2.2881,Paris,12 Rue Saint Didier,Paris
109,Le Basile,48.87159,2.32709,Paris,23 Rue Godot De Mauroy,Paris
110,Le Notre Dame,48.85301,2.34658,Paris,"1, Quai Saint Michel",Paris
111,Splendid Etoile Hotel,48.87488,2.29367,Paris,1 Avenue Carnot,Paris
112,Comfort Hotel Paris Porte Divry,48.81983,2.37602,Paris,"1-11 Rue Rene Villars, Ivry Sur Seine",Paris
113,Bw Nouvel Orleans Montparnasse,48.83101,2.32992,Paris,25 Avenue Du General Leclerc,Paris
114,Kyriad Chantilly,49.20426,2.46125,Chantilly,Rn16 - Za Du Coq Chantant,Paris
115,Mercure Acheres,48.97232,2.08034,Acheres,2 Avenue Jacques Chirac,Paris
116,Brach Paris - Evok Collection,48.86127,2.27544,Paris,1-7 Rue Jean Richepin,Paris
117,Hotel Le Royal Rive Gauche,48.84098,2.32966,Paris,212 Boulevard Raspail,Paris
118,Dauphine Saint Germain,48.85446,2.33901,Paris,"36, Rue Dauphine",Paris
119,Pierre Nicole,48.83979,2.33887,Paris,"39, Rue Pierre Nicole",Paris
120,Hotel Trianon Gare De Lyon,48.8465,2.37944,Paris,52 Boulevard Diderot,Paris
121,Premiere Classe Saint Brice Sous Foret,48.99176,2.36242,Saint Brice Sous Foret,Rue Du Champ Gallois,Paris
122,Le Quartier Bercy Square,48.83947,2.39272,Paris,33 Boulevard De Reuilly,Paris
123,Hotel Opera Marigny,48.87173,2.32351,Paris,15 Rue De L Arcade,Paris
124,Villa Boheme,48.88016,2.33422,Paris,2 Bis Cite Pigalle,Paris
125,Ibis Styles Paris Mairie De Clichy,48.90305,2.30526,Clichy,14 Rue Dagobert,Paris
126,Le Damantin,48.86506,2.30769,Paris,1 Rue Bayard,Paris
127,B&B Home Paris Nord 18Eme,48.9018,2.35957,Paris,1 Impasse Marteau,Paris
128,B&B Hotel Paris Est Bobigny,48.91554,2.41715,Bobigny,6 Rue Rene Goscinny,Paris
129,Hotel Alize Grenelle Tour Eifel,48.84675,2.28777,Paris,87 Avenue Emile Zola,Paris
130,Le Relais Monceau,48.88035,2.31727,Paris,85 Rue De Rocher,Paris
131,Premiere Classe Paris-Nanterre,48.91896,2.22064,Nanterre,16 Rue Du Haras,Paris
132,Hotel Belleval,48.87518,2.32209,Paris,16 Rue De La Pepiniere,Paris
133,Premiere Classe Villeneuve Saint Georges,48.7612,2.44572,Villeneuve-St-Georges,"17 Rue Louis Armand, Z.A Des Pres De L H Opital (Rn6)",Paris
134,Campanile Plaisir St Quentin En Yvelines,48.79945,1.95611,Plaisir,"Zac De Sainte Apolline, 177 Rue Des Poiriers",Paris
135,Ibis Budget Paris Porte De Pantin,48.89683,2.4037,Pantin,96/98 Avenue Du General Leclerc,Paris
136,B&B Hotel Paris Meudon Velizy,48.7931,2.2176,Meudon,9 Route Du Coronel Marcel Moraine,Paris
137,Hotel Marais Home,48.86548,2.3657,Paris,38 Blvd Du Temple,Paris
138,Yllen Eiffel Hotel,48.8415,2.30771,Paris,196 Rue De Vaugirard,Paris
139,Le Marquis By Inwood,48.85162,2.29789,Paris,15 Rue Dupleix,Paris
141,Espace Champerret,48.88861,2.28745,Paris,26 Rue Louise Michel,Paris
142,Novotel Chateau De Maffliers,49.07456,2.30439,Maffliers,Allee Des Marroniers,Paris
143,Hotel Handsome,48.86207,2.34873,Paris,"83, Rue Rambuteau",Paris
144,Hotel Central Saint Germain,48.84982,2.34303,Paris,3 Rue Champollion,Paris
145,Hotel Veryste,48.87627,2.34642,Paris,5 Rue Riboutte,Paris
146,7 Eiffel By Malone,48.85839,2.30776,Paris,17 Bis Rue Amelie,Paris
147,Hotel Albe Saint Michel,48.85313,2.34469,Paris,1 Rue De La Harpe,Paris
148,Timhotel Tour Montparnasse,48.8403,2.32409,Paris,11 Bis Rue De La Gaite,Paris
149,Elysees Union Hotel,48.86839,2.29177,Paris,44 Rue De L Amiral Hamelin,Paris
150,Hotel Regence Etoile-Paris Etoile,48.87657,2.29292,Paris,Avenue Carnot 24,Paris
151,Brit Hotel Baillet En France,49.06302,2.32482,Baillet En France,9 Avenue Du Bosquet,Paris
152,Brit Hotel Codalysa Marne La Vallee,48.84163,2.6558,Torcy,"2, Rue Charlie Chaplin",Paris
153,Hotel Bijou,48.83136,2.24209,Boulogne Billancourt,15 Rue Victor Griffuelhes,Paris
154,Elysees Hotel,48.87204,2.30865,Paris,100 Rue La Boetie,Paris
155,Hc Hotel De Neuve,48.85392,2.36317,Paris,14 Rue Neuve Saint Pierre,Paris
156,Ibis Paris Avenue D'Italie,48.82927,2.35662,Paris,"15 Bis Avenue D""Italie",Paris
157,Hotel Bradford Elysees,48.87288,2.30817,Paris,10 Rue St Philippe De Roule,Paris
158,Hotel Joke - Astotel,48.88245,2.33182,Paris,69 Rue Blanche,Paris
159,Panam Hotel,48.8654,2.39826,Paris,208 Rue Des Pyrenees,Paris
160,Hotel Helios Opera,48.87519,2.33276,Paris,75 Rue De La Victoire,Paris
161,Mandarin Oriental Paris,48.86701,2.32713,Paris,251 Rue Saint-Honore,Paris
162,Kyriad Paris Est - Bois De Vincennes,48.81801,2.42207,Saint Maurice,12 Rue Du Marechal Leclerc,Paris
163,Mercure Paris Sud Parc Du Coudray Hotel,48.55604,2.48259,Le Coudray Montceaux,Route De Milly,Paris
164,Hotel Maxim Opera,48.87384,2.34442,Paris,13 Rue Geoffroy Marie,Paris
165,Hotel Nuage,48.87154,2.31214,Paris,30 Rue Jean Mermoz,Paris
166,Westotel Taverny Paris Val D'Oise,49.02642,2.19898,Taverny,1 Rue Marie Sklodowska-Curie,Paris
167,Zenao Le Raincy Thiers,48.8994,2.5182,Le Raincy,43 Avenue Thiers,Paris
168,Ibis Paris Pont De Suresnes,48.86839,2.22717,Suresnes,6 Rue Des Bourets,Paris
169,Hotel Dantan,48.83218,2.24897,Boulogne Billancourt,53 Rue Du Dome,Paris
170,Adagio Paris Tour Eiffel,48.84972,2.28541,Paris,14 Rue Du Theatre,Paris
171,Ibis Budget Paris Porte De Bagnolet,48.86648,2.41644,Bagnolet,3 Rue Jean Jaures,Paris
172,Hotel Maison Fl,48.85884,2.28401,Paris,6 Rue De La Tour,Paris
173,Best Western Plus Opera Batignolles,48.88711,2.31439,Paris,165 Rue De Rome,Paris
174,Ibis Budget Paris Porte De Montmartre,48.90116,2.33412,Paris,45 Rue Du Docteur Babinski,Paris
175,Appart'City Paris La Villette,48.88718,2.38633,Paris,157 Avenue Jean Jaures,Paris
176,Campanile Nogent Sur Marne,48.83232,2.49372,Nogent Sur Marne,13 Quai Du Port,Paris
177,Greet Hotel Boulogne,48.83211,2.24433,Boulogne Billancourt,210 Bis Boulevard Jean Jaures,Paris
178,Saint Andre Des Arts,48.85365,2.33895,Paris,"66, Rue Saint Andre Des Arts",Paris
179,Hotel Atelier Vavin,48.8426,2.32873,Paris,49 Rue Vavin,Paris
180,Five Boutique Hotel,48.83784,2.33866,Paris,"3, Rue Flatters",Paris
181,Novotel Paris Val De Fontenay,48.85343,2.48738,Fontenay Sous Bois,2 Avenue Val De Fontenay,Paris
182,Hotel Prince Monceau,48.88682,2.31375,Paris,9 Rue Tarbe,Paris
183,Quinzerie,48.84418,2.28087,Paris,40 Rue De La Convention,Paris
184,Hotel Paradis Paris,48.87378,2.34994,Paris,41 Rue Des Petites Ecuries,Paris
185,Hotel Chateaubriand,48.8733,2.30254,Paris,"6, Rue Chateaubriand",Paris
186,Hotel Louvre Montana,48.86445,2.33176,Paris,12 Rue Saint Roch,Paris
187,Hotel Montholon Opera,48.87656,2.3471,Paris,15 Rue Montholon,Paris
188,Residhome Nanterre La Defense,48.90162,2.21809,Nanterre,521 Boulevard Des Provinces Francaises,Paris
189,Cluny Square,48.85154,2.34347,Paris,21 Boulevard Saint Michel,Paris
190,Boronali,48.88867,2.34796,Paris,65 Rue De Clignancourt,Paris
191,Le Glam S Hotel Paris,48.82451,2.32721,Paris,47 Rue Beaunier,Paris
192,Royal Garden Hotel Paris,48.87565,2.30383,Paris,218 - 220 Rue Du Faubourg Saint Honore,Paris
193,Saint Pierre,48.85067,2.34197,Paris,"""4 Rue De LEcole De Medecine""",Paris
194,Atelier Montparnasse,48.83336,2.31694,Paris,84  Rue Raymond Losserand,Paris
195,Elysees 8,48.87304,2.31795,Paris,"16, Rue Cambaceres",Paris
196,Grand Hotel Francais,48.85163,2.39079,Paris,223 Boulevard Voltaire,Paris
197,Joe M,48.87338,2.34381,Paris,6 Rue Geoffroy Marie,Paris
199,Residhome Saint Ouen,48.91004,2.3266,Saint Ouen,33 Rue Ardoin,Paris
200,Hotel Georgette,48.86324,2.35268,Paris,36 Rue Du Grenier Saint Lazare,Paris
201,Hotel Terminus Lyon,48.84576,2.37177,Paris,19 Boulevard Diderot,Paris
202,Ibis Budget Cergy St Christophe,49.05588,2.03782,Cergy,"1 Allee Du Promenoir, Rue Du Petit Albi",Paris
203,Kyriad Direct Arpajon,48.58854,2.24569,Arpajon,23 Boulevard Jean Jaures,Paris
204,Ibis Styles Paris Meteor,48.81701,2.3594,Paris,"""12 Avenue De La Porte DItalie""",Paris
205,Hidden Hotel,48.87754,2.29348,Paris,"""28 Rue De LArc De Triomphe""",Paris
206,Campanile Prime - Barbanniers,48.93467,2.30349,Gennevilliers,"1 Av Marcel Paul, ""Parc DActivites Barbanniers""",Paris
207,Numa Paris Champs Elysees,48.86964,2.30524,Paris,37 Rue Marbeuf,Paris
208,Lala Hotel,48.88344,2.32511,Paris,3 Rue Darcet,Paris
209,Citadines Republique Paris,48.86455,2.37489,Paris,75 Bis Avenue Parmentier,Paris
210,La Demeure Montaigne,48.8678,2.30321,Paris,18 Rue Clement-Marot,Paris
211,Le Parisis,48.84956,2.29556,Paris,102 Boulevard De Grenelle,Paris
212,Hotel Beige,48.87665,2.3418,Paris,12 Rue Maubeuge,Paris
213,Daumesnil Vincennes,48.84529,2.4325,Vincennes,50 Avenue De Paris,Paris
214,Hotel Luxembourg Parc,48.84919,2.33463,Paris,42 Rue De Vaugirard,Paris
215,Poussin Hotel,48.84859,2.26125,Paris,52 Rue Poussin,Paris
216,Moxy Paris Bastille,48.85754,2.36998,Paris,34/36 Rue Saint Sabin,Paris
217,Campanile Versailles - Buc,48.76039,2.12139,Buc,"Zac Du Pre Clos, Rue Clement Ader",Paris
218,Art Hotel,48.89342,2.39818,Pantin,25 Rue Scandicci Pantin,Paris
219,Adagio Access Paris Villette,48.89649,2.38475,Paris,28 Bis Avenue Corentin Cariou,Paris
220,Ibis Paris Montmartre,48.88532,2.33019,Paris,5 Rue Caulaincourt,Paris
221,9Hotel Bastille Lyon,48.84744,2.3715,Paris,23 Rue De Lyon,Paris
222,Hotel Ginette A La Folie,48.86583,2.36744,Paris,49 Rue De Malte,Paris
223,Ibis Budget Paris Coeur D Orly Airport,48.73152,2.37203,Orly,1 Avenue De L Union,Paris
224,Novotel Paris Suresnes Longchamp,48.87028,2.22982,Suresnes,7 Rue Du Port Aux Vins,Paris
225,Hotel Amiral,48.82532,2.35725,Paris,98 Avenue D Italie,Paris
226,Maison Armance,48.86664,2.32534,Paris,5 Rue Cambon,Paris
227,Hotel Carladez Cambronne,48.84209,2.30297,Paris,3 Place Du General Beuret,Paris
228,Hotel Versailles Saint Quentin,48.75817,2.05625,Voisins Le Bretonneux,7-9 Rue Des Tilleuls,Paris
229,Hotel Elysee Secret,48.87013,2.31114,Paris,5 Rue De Ponthieu,Paris
230,Jack S Hotel,48.83294,2.35934,Paris,19 Avenue Stephen Pichon,Paris
231,Campanile Nature - Cergy Pontoise,49.04298,2.08257,Pontoise,8 Rue Pierre De Coubertin,Paris
232,Acacias Etoile,48.8766,2.29075,Paris,11 Rue Des Acacias,Paris
233,Le Marceau Bastille,48.84898,2.3698,Paris,13 Rue Jules Cesar,Paris
234,Ibis Budget Courbevoie Paris La Defense,48.89557,2.26174,Courbevoie,37 Quai Du President Paul Doumer,Paris
235,B&B Hotel Paris Romainville Noisy Le Sec,48.89242,2.44166,Noisy Le Sec,220 Avenue Gaston Roussel,Paris
236,Og Du Vieux Saule Le Marais,48.86328,2.3622,Paris,6 Rue De Picardie,Paris
237,Pullman Paris Tour Eiffel,48.8556,2.2928,Paris,"18 Avenue De Suffren, Entree Au 22 Rue Jean Rey",Paris
238,Ibis Budget Vitry Sur Seine N7,48.77872,2.37582,Vitry Sur Seine,"160, Rue Julian-Grimau",Paris
239,Ibis Styles Paris Republique Le Marais,48.86914,2.3641,Paris,9 Rue Leon Jouhaux,Paris
240,Ibis Styles Clamart Gare,48.81456,2.27416,Clamart,11 Bis Rue Du Clos Montholon,Paris
241,Mercure Pont De Levallois,48.89404,2.27854,Levallois,19 Rue Paul Vaillant Couturier,Paris
242,Ibis Gare De Lyon Ledru Rollin 12Th,48.84786,2.37089,Paris,41-43 Avenue Ledru Rollin,Paris
243,Le Grand Quartier,48.87231,2.35847,Paris,15 Rue De Nancy,Paris
244,Paris Bruxelles,48.86735,2.36242,Paris,4 Rue Meslay,Paris
245,So Paris,48.85,2.36244,Paris,10 Rue Agrippa D Aubigne,Paris
246,Residhome Paris Evry,48.62506,2.42675,Evry,1 Rue Ambroise Croizat,Paris
247,Hotel Sacha,48.87951,2.33921,Paris,7 Rue De Navarin,Paris
248,Hotel De Varenne,48.857,2.31723,Paris,44 Rue De Bourgogne,Paris
249,B&B Hotel Louveciennes,48.87465,2.13028,Louveciennes,"25, Chemin Du Prunay Rn 13",Paris
250,Residence Aurmat,48.84124,2.24,Boulogne Billancourt,Rue De Paris 106,Paris
251,B&B Hotel Nanterre Rueil Malmaison,48.89273,2.18407,Nanterre,170 Avenue Du Parc De L Ile,Paris
252,B&B Hotel Paris St Denis Pleyel,48.92195,2.34334,Saint Denis,36 Boulevard De La Liberation,Paris
253,Hotel Le Clery,48.86999,2.35042,Paris,13 Boulevard Bonne Nouvel,Paris
254,Campanile Prime - Marne-La-Valle - Torcy,48.83456,2.66067,Torcy,34 Rue Du General De Gaule,Paris
255,Relais Spa Paris Val D Europe,48.85737,2.77303,Chessy,1 Rue Des Grands Pres,Paris
256,Premiere Classe Meaux-Nanteuil Les Meaux,48.93469,2.88037,Nanteuil-Les-Meaux,"21 Avenue De La Foulee, Za De Nanteuil",Paris
257,Maison Delano,48.86949,2.32065,Paris,4 Rue D Anjou,Paris
258,Hotel Opera Lafayette,48.87632,2.34602,Paris,80 Rue La Fayette,Paris
259,Imperial Rennequin,48.88203,2.29768,Paris,34 Rue Rennequin,Paris
260,Hotel De L Empereur By Malone,48.85636,2.30955,Paris,2 Rue Chevert,Paris
261,Hotel Wyld Saint Germain,48.84869,2.34785,Paris,33 Rue Des Ecoles,Paris
262,Ibis Paris Bagnolet,48.86654,2.41685,Bagnolet,1 Rue Jean Jaures,Paris
263,Hotel Arc De Triomphe,48.87672,2.29389,Paris,10 Rue De L Arc De Triomphe,Paris
264,Mercure  Paris Vaugirard Pte  V,48.83307,2.28803,Paris,69 Boulevard Victor,Paris
265,Parc Hotel,48.82467,2.32681,Paris,60 Rue Beaunier,Paris
266,Hotel Tabletterie,49.23849,2.13879,Meru,51 Bis Rue Roger Salengro,Paris
267,Holiday Inn Montmartre,48.8889,2.33317,Paris,23 Rue Damremont,Paris
268,Ibis Styles Paris Velizy,48.78085,2.21797,Velizy Villacoublay,39 Avenue De L Europe,Paris
269,Molitor Hotel And Spa Paris,48.84494,2.25259,Paris,13 Rue Nungesser Et Coli,Paris
270,La Comtesse,48.85392,2.3072,Paris,Avenue De Tourville 29,Paris
271,Hotel Casimir,48.88434,2.29792,Paris,182 Rue De Courcelles,Paris
272,Hotel San Regis,48.86645,2.30852,Paris,12 Rue Jean Goujon,Paris
273,Elysees Ceramic Hotel,48.87705,2.29765,Paris,34 Avenue De Wagram,Paris
274,Hotel De France Invalides,48.85349,2.30921,Paris,"102, Boulevard La Tour Maubourg",Paris
275,Hotel Esmeralda,48.85245,2.34726,Paris,4 Rue Saint Julien Le Pau,Paris
276,Hotel St Georges Lafayette,48.88056,2.33921,Paris,11 Rue Victor Masse,Paris
277,Premiere Classe Boissy Saint Leger,48.75992,2.50127,Boissy-St-Leger,4 Rue Pompadour,Paris
278,B&B Hotel Paris Porte De La Villette,48.9013,2.38901,Paris,4 Rue Emilie Reynaud,Paris
279,Eiffel Trocadero,48.86129,2.28634,Paris,35 Rue Benjamin Franklin,Paris
280,Courtyard Gare Lyon Marriott,48.84512,2.3713,Paris,209 211 Rue De Bercy,Paris
281,Hotel Les Jardins D' Epone,48.96031,1.81326,Epone,"220, Avenue De La Mauldre",Paris
282,Palais De Chaillot,48.86572,2.28616,Paris,35 Av Raymond Poincare,Paris
283,B&B Hotel Noisy Le Grand,48.83567,2.54909,Noisy Le Grand,"Rue Sancho Panca, Quartier Du Montfort",Paris
284,Hotel De Crillon Rosewood,48.86735,2.32105,Paris,10 Place De La Concorde,Paris
285,Idol,48.87947,2.32032,Paris,16 Rue D Edimbourg,Paris
286,Sejours Affaires Le Magistere,48.80096,2.45061,Creteil,100 Avenue Du Mal De Lattre De Tassigny,Paris
